task_id,department,corridor_id,zone_id,station_code,asset_type,severity,overdue_days,failure_count_90d,asset_age_years,asset_health_index,safety_critical,single_point_failure,redundancy_available,daily_passenger_trains,daily_freight_trains,freight_forecast_24h,traffic_density_index,train_conflict_count,nearest_available_block_hours,requested_block_duration_min,estimated_repair_duration_min,crew_count_required,material_readiness_pct,weather_risk,night_work,permit_ready,dependency_count,historical_delay_minutes,traction_load_pct,ohe_temperature_c,contact_wire_wear_pct,pantograph_interaction_risk,traction_power_interruptions_30d,criticality_score,priority_class,recommended_window
MT-005764,Engineering,C3-West,Zone-D,970,Bridge Component,5,27,1,21.3,6.3,0,0,1,27,8,9.4,32.8,0,10.0,128,172,8,84.7,0,0,0,0,11.7,20.0,32.5,30.4,22.2,1,100.0,CRITICAL,Next available safe block
MT-005765,S&T,C5-Central,Zone-E,200,Signal,2,26,3,20.9,17.2,1,1,0,45,16,19.7,83.3,3,20.9,83,105,4,77.5,0,0,1,2,17.1,90.8,38.8,17.5,27.3,0,100.0,CRITICAL,Next available safe block
MT-005766,TRD,C1-North,Zone-D,907,Section Insulator,4,16,3,6.9,18.6,0,1,1,37,18,18.4,91.6,3,16.7,161,202,9,100.0,0,0,1,0,9.7,77.8,42.0,96.3,70.9,0,100.0,CRITICAL,Next available safe block
MT-005767,Engineering,C4-South,Zone-A,981,Bridge Component,2,27,1,8.5,32.9,1,0,1,33,19,14.3,72.5,1,20.1,103,155,12,74.8,0,1,1,2,9.1,61.8,42.0,17.4,10.2,2,100.0,CRITICAL,Next available safe block
MT-005768,Engineering,C1-North,Zone-A,247,Rail Joint,2,0,3,0.5,85.9,0,0,1,46,18,23.0,97.0,11,43.5,48,49,7,75.5,1,0,1,1,36.6,98.2,38.2,65.3,16.0,1,92.61,CRITICAL,Next available safe block
MT-005769,Engineering,C2-East,Zone-C,992,Bridge Component,1,15,1,0.7,67.3,0,0,0,37,20,27.0,93.2,1,1.0,131,150,11,86.9,2,0,1,0,7.5,57.0,38.5,47.3,14.5,1,83.18,CRITICAL,Next available safe block
MT-005770,S&T,C5-Central,Zone-E,329,Point Machine,4,16,1,3.8,26.6,0,0,0,40,13,11.5,75.6,2,1.9,121,137,11,62.4,0,1,1,1,10.6,72.8,32.8,19.4,21.1,0,98.16,CRITICAL,Next available safe block
MT-005771,TRD,C1-North,Zone-E,186,Switchgear,2,4,3,3.4,73.8,1,0,1,41,14,24.1,72.9,10,35.2,145,192,11,73.9,1,0,1,3,33.8,84.7,34.7,47.7,38.5,3,100.0,CRITICAL,Next available safe block
MT-005772,TRD,C1-North,Zone-B,622,OHE Insulator,2,27,1,13.3,34.6,1,0,1,40,16,8.0,91.7,1,14.3,134,167,7,100.0,0,1,1,3,8.9,95.6,42.2,63.1,60.5,1,100.0,CRITICAL,Next available safe block
MT-005773,Engineering,C6-Coastal,Zone-B,747,Track Circuit,4,23,1,22.9,24.2,0,0,0,49,17,21.4,95.3,2,19.5,90,98,9,88.6,0,1,1,2,7.9,49.2,43.4,43.7,28.4,1,100.0,CRITICAL,Next available safe block
MT-005774,TRD,C1-North,Zone-D,192,OHE Contact Wire,2,13,4,9.3,56.5,1,1,0,39,13,17.8,77.1,3,6.9,130,190,12,71.5,2,0,1,0,14.0,99.0,57.0,48.4,52.2,2,100.0,CRITICAL,Next available safe block
MT-005775,Engineering,C6-Coastal,Zone-B,903,Turnout,2,2,0,11.6,75.4,0,0,0,39,13,20.8,73.9,1,7.0,45,68,8,99.6,1,1,1,0,16.5,52.7,36.1,24.8,46.5,1,44.38,MEDIUM,Within 7 days
MT-005776,Engineering,C6-Coastal,Zone-B,252,Bridge Component,1,0,2,13.8,81.7,1,0,0,43,15,14.7,76.3,3,13.7,74,89,2,80.1,0,0,1,0,10.4,66.6,41.5,5.2,22.7,3,84.87,CRITICAL,Next available safe block
MT-005777,TRD,C2-East,Zone-E,522,Section Insulator,5,0,0,4.1,58.2,0,0,0,41,13,17.1,97.6,4,9.1,64,83,9,73.3,1,0,1,0,27.8,56.3,52.4,47.0,34.8,2,100.0,CRITICAL,Next available safe block
MT-005778,Engineering,C6-Coastal,Zone-A,453,Track Circuit,2,23,3,12.9,34.2,0,1,0,50,20,24.1,100.0,5,20.9,141,135,9,100.0,0,0,1,0,14.9,50.8,20.6,26.7,15.0,0,100.0,CRITICAL,Next available safe block
MT-005779,S&T,C2-East,Zone-E,978,Interlocking Module,5,6,2,7.3,40.5,0,0,1,51,13,11.6,76.7,1,12.8,173,227,7,65.2,1,0,1,1,2.4,72.9,27.5,45.9,29.1,0,98.94,CRITICAL,Next available safe block
MT-005780,Engineering,C6-Coastal,Zone-B,707,Track Circuit,2,18,0,23.7,49.6,1,0,1,50,18,23.2,89.2,2,17.5,29,15,4,100.0,0,0,0,1,17.9,37.4,39.5,5.9,29.5,0,100.0,CRITICAL,Next available safe block
MT-005781,TRD,C6-Coastal,Zone-D,673,Isolator,1,11,1,8.8,75.5,1,1,1,45,17,17.5,85.5,3,15.7,63,122,9,100.0,0,0,0,0,14.5,77.9,20.0,39.0,39.5,0,98.7,CRITICAL,Next available safe block
MT-005782,Engineering,C2-East,Zone-A,972,Turnout,4,0,1,14.3,54.6,1,1,1,46,16,9.9,90.2,2,26.4,137,155,7,87.2,3,1,1,0,29.4,72.2,41.4,50.0,10.2,0,100.0,CRITICAL,Next available safe block
MT-005783,TRD,C1-North,Zone-B,508,Section Insulator,3,6,3,10.6,61.5,0,1,0,55,18,20.1,100.0,5,17.9,49,15,3,91.8,1,0,1,2,21.7,81.9,49.1,46.7,46.2,4,99.94,CRITICAL,Next available safe block
MT-005784,Engineering,C4-South,Zone-B,186,Turnout,2,0,0,9.3,87.7,1,0,0,34,22,21.0,77.5,4,8.8,137,120,7,84.8,1,1,1,2,13.1,48.3,29.8,12.1,23.9,2,89.67,CRITICAL,Next available safe block
MT-005785,Engineering,C5-Central,Zone-D,310,Sleeper Zone,3,15,1,15.0,32.5,1,0,0,48,16,19.5,81.1,6,21.7,147,217,7,72.3,0,0,0,1,15.9,49.2,40.7,30.1,14.3,0,100.0,CRITICAL,Next available safe block
MT-005786,S&T,C5-Central,Zone-D,482,Signal,2,16,0,8.9,49.8,1,0,1,42,21,20.6,87.5,0,5.4,136,167,2,84.2,0,0,1,0,2.8,58.0,40.4,22.4,38.0,0,93.17,CRITICAL,Next available safe block
MT-005787,Engineering,C2-East,Zone-B,694,Track Circuit,3,6,1,10.8,50.4,1,0,0,44,16,14.0,97.7,3,25.3,31,37,5,100.0,0,0,1,0,22.0,56.4,37.7,24.0,35.4,0,98.7,CRITICAL,Next available safe block
MT-005788,S&T,C1-North,Zone-B,838,Axle Counter,3,22,1,9.6,27.7,1,1,0,44,20,22.8,89.3,3,23.2,125,111,11,45.2,0,0,0,1,11.9,82.6,37.8,25.7,21.3,0,97.92,CRITICAL,Next available safe block
MT-005789,S&T,C4-South,Zone-E,623,Point Machine,1,18,0,27.1,60.9,1,0,1,49,17,17.9,89.1,0,25.0,128,126,4,77.0,0,1,0,1,6.6,37.2,35.1,19.6,22.4,0,98.67,CRITICAL,Next available safe block
MT-005790,Engineering,C3-West,Zone-C,970,Bridge Component,5,4,1,11.0,39.9,0,0,0,39,16,14.2,81.5,3,17.4,66,73,4,49.3,3,0,1,0,12.9,26.6,36.6,37.7,0.0,0,100.0,CRITICAL,Next available safe block
MT-005791,Engineering,C2-East,Zone-D,252,Rail Joint,3,13,0,17.0,50.1,1,0,1,42,19,15.7,100.0,5,17.5,111,125,4,66.0,0,1,0,1,12.4,63.7,28.0,15.6,27.9,0,100.0,CRITICAL,Next available safe block
MT-005792,TRD,C3-West,Zone-D,104,Switchgear,2,1,1,7.0,69.4,1,0,1,50,17,13.7,100.0,2,26.9,104,137,4,91.6,3,0,1,0,25.1,91.5,31.6,33.7,32.5,2,100.0,CRITICAL,Next available safe block
MT-005793,S&T,C5-Central,Zone-E,175,Track Circuit,2,5,2,9.8,77.4,0,0,1,48,22,24.0,100.0,7,33.5,44,64,5,94.2,1,0,1,2,21.1,78.7,54.7,13.8,18.3,1,90.21,CRITICAL,Next available safe block
MT-005794,S&T,C5-Central,Zone-A,510,Interlocking Module,4,13,1,19.5,42.2,1,0,1,49,16,18.8,93.6,3,9.2,52,80,2,84.6,0,0,1,1,21.6,81.7,29.5,25.0,5.1,2,100.0,CRITICAL,Next available safe block
MT-005795,TRD,C4-South,Zone-A,103,Traction Transformer,3,9,2,14.0,46.2,0,0,0,44,11,13.9,73.5,3,8.8,109,91,3,35.2,0,1,1,0,11.2,65.3,38.1,64.9,45.1,3,100.0,CRITICAL,Next available safe block
MT-005796,S&T,C4-South,Zone-A,471,Interlocking Module,3,0,0,25.0,77.2,1,1,0,42,27,27.8,100.0,4,7.1,52,107,4,64.4,0,0,1,1,11.5,91.3,36.8,29.8,12.5,0,100.0,CRITICAL,Next available safe block
MT-005797,Engineering,C3-West,Zone-D,182,Bridge Component,5,12,0,8.3,36.9,0,0,0,34,10,13.2,72.7,4,14.6,64,114,9,84.9,1,0,1,0,20.1,45.8,39.2,29.8,30.8,1,100.0,CRITICAL,Next available safe block
MT-005798,S&T,C5-Central,Zone-C,530,Interlocking Module,3,5,0,25.4,50.2,1,0,1,48,17,17.8,99.9,5,23.7,161,174,8,89.6,0,0,1,2,13.2,38.2,40.5,6.7,16.4,1,100.0,CRITICAL,Next available safe block
MT-005799,S&T,C4-South,Zone-C,571,Point Machine,4,1,2,11.7,55.3,1,0,1,40,21,18.8,90.6,6,25.5,138,197,6,62.7,2,1,0,2,16.8,91.4,43.8,25.5,26.6,1,100.0,CRITICAL,Next available safe block
MT-005800,Engineering,C4-South,Zone-E,461,Turnout,2,0,2,11.2,78.8,0,1,1,37,23,21.5,92.6,6,32.6,80,86,9,97.7,0,1,1,2,16.1,68.9,25.1,30.7,33.5,0,96.3,CRITICAL,Next available safe block
MT-005801,Engineering,C5-Central,Zone-A,511,Bridge Component,3,6,2,15.1,54.9,1,1,0,36,15,23.4,69.9,1,13.4,173,218,8,34.0,0,0,1,1,10.2,83.0,43.1,16.1,2.8,0,99.62,CRITICAL,Next available safe block
MT-005802,Engineering,C5-Central,Zone-A,134,Turnout,3,10,1,10.5,63.7,0,1,0,47,23,21.6,100.0,5,17.9,100,117,3,91.3,0,0,1,3,14.1,63.4,31.4,26.7,39.4,2,97.65,CRITICAL,Next available safe block
MT-005803,Engineering,C1-North,Zone-B,341,Turnout,5,6,2,18.2,44.5,0,0,0,49,20,23.7,92.0,2,14.8,77,127,2,63.7,0,0,0,2,18.6,82.0,28.6,31.0,11.2,0,100.0,CRITICAL,Next available safe block
MT-005804,S&T,C6-Coastal,Zone-E,755,Axle Counter,2,11,0,11.0,57.8,0,0,0,42,14,10.1,74.9,2,18.4,23,41,12,76.5,3,1,1,1,22.7,58.3,31.2,20.4,24.1,0,90.11,CRITICAL,Next available safe block
MT-005805,Engineering,C4-South,Zone-E,179,Sleeper Zone,2,6,0,7.8,58.3,0,0,0,50,16,18.8,87.5,1,21.8,120,138,11,100.0,2,1,0,1,16.4,54.7,51.1,22.3,17.5,1,85.27,CRITICAL,Next available safe block
MT-005806,Engineering,C3-West,Zone-D,174,Bridge Component,1,13,2,11.6,65.1,0,0,1,47,12,15.6,80.7,1,8.2,24,94,10,100.0,1,1,1,1,3.9,70.4,28.4,22.8,38.6,0,80.41,CRITICAL,Next available safe block
MT-005807,Engineering,C2-East,Zone-D,910,Track Circuit,3,7,1,0.5,42.8,1,0,1,38,14,7.2,75.2,1,20.3,22,40,2,90.6,2,0,1,1,11.2,45.4,45.0,31.2,51.7,1,99.44,CRITICAL,Next available safe block
MT-005808,S&T,C2-East,Zone-E,383,Signal,2,0,2,7.5,77.3,0,0,0,50,20,27.2,100.0,5,20.4,43,73,5,73.9,2,1,1,1,12.5,39.6,35.6,46.8,28.5,3,85.11,CRITICAL,Next available safe block
MT-005809,TRD,C5-Central,Zone-C,826,Traction Transformer,4,0,1,15.4,60.1,0,0,1,38,15,19.2,74.5,8,24.9,109,83,10,90.5,0,1,1,1,24.7,77.4,30.4,52.1,41.8,2,100.0,CRITICAL,Next available safe block
MT-005810,Engineering,C6-Coastal,Zone-E,857,Rail Joint,5,3,0,21.1,40.3,0,0,0,43,12,10.8,77.9,1,18.7,128,115,3,74.8,2,0,1,0,10.4,74.1,41.5,58.4,40.0,1,100.0,CRITICAL,Next available safe block
MT-005811,Engineering,C3-West,Zone-C,337,Bridge Component,3,19,2,17.9,20.4,1,0,0,40,19,21.7,86.4,3,23.3,132,169,6,80.9,1,0,1,1,11.8,59.3,42.6,40.2,33.3,0,97.3,CRITICAL,Next available safe block
MT-005812,S&T,C1-North,Zone-D,436,Point Machine,1,0,0,13.3,86.0,1,0,0,32,20,21.0,75.6,3,12.7,142,178,3,63.3,1,0,1,1,12.2,90.8,23.3,33.0,40.3,0,89.95,CRITICAL,Next available safe block
MT-005813,S&T,C4-South,Zone-E,630,Point Machine,2,12,0,12.2,53.8,0,1,1,41,16,15.8,81.0,5,16.6,115,105,3,97.3,2,1,1,1,12.7,75.6,33.7,23.1,9.1,0,98.54,CRITICAL,Next available safe block
MT-005814,Engineering,C1-North,Zone-C,685,Track Circuit,5,12,1,10.0,32.5,0,1,0,45,17,16.5,87.6,3,13.1,25,50,4,82.0,0,0,1,0,11.5,60.0,47.5,37.8,14.5,1,100.0,CRITICAL,Next available safe block
MT-005815,Engineering,C3-West,Zone-B,990,Sleeper Zone,2,0,1,11.5,68.9,1,1,0,44,19,17.2,90.6,2,4.5,164,154,7,68.7,0,0,1,0,15.2,38.5,39.0,2.0,27.8,0,100.0,CRITICAL,Next available safe block
MT-005816,Engineering,C1-North,Zone-B,666,Bridge Component,3,6,3,16.2,64.8,1,1,0,36,23,18.4,91.8,4,19.6,127,165,4,89.4,2,0,1,1,21.4,67.9,39.6,25.1,28.6,0,96.78,CRITICAL,Next available safe block
MT-005817,Engineering,C5-Central,Zone-E,182,Rail Joint,2,9,4,6.6,39.6,0,1,1,37,20,25.8,67.9,1,21.8,59,77,8,87.0,2,1,1,0,5.9,66.3,37.1,11.6,25.5,0,95.95,CRITICAL,Next available safe block
MT-005818,TRD,C2-East,Zone-A,775,OHE Insulator,5,5,1,11.7,47.8,0,0,0,41,14,15.2,84.1,4,19.4,154,179,10,78.7,0,1,1,2,20.3,89.0,53.2,69.9,63.7,1,99.23,CRITICAL,Next available safe block
MT-005819,S&T,C5-Central,Zone-E,417,Track Circuit,2,13,2,19.1,56.0,0,0,0,34,15,10.0,72.5,2,8.5,113,126,5,74.5,1,0,1,2,23.3,64.4,25.6,29.6,14.7,1,100.0,CRITICAL,Next available safe block
MT-005820,TRD,C4-South,Zone-D,974,Traction Transformer,1,13,3,17.5,65.2,1,1,0,39,18,17.9,83.1,1,27.5,111,131,6,77.3,0,0,0,0,17.4,76.1,28.3,61.9,47.4,2,98.96,CRITICAL,Next available safe block
MT-005821,S&T,C5-Central,Zone-D,778,Signal,4,10,1,14.5,23.4,1,0,0,46,12,15.7,72.0,2,10.3,162,240,11,92.2,0,0,0,2,7.7,54.4,38.1,25.5,18.1,0,100.0,CRITICAL,Next available safe block
MT-005822,TRD,C3-West,Zone-B,727,Section Insulator,2,16,3,5.4,39.8,0,0,1,44,14,11.2,86.7,5,12.3,145,174,8,81.2,2,0,1,4,17.4,93.8,53.0,64.7,47.3,5,100.0,CRITICAL,Next available safe block
MT-005823,TRD,C3-West,Zone-C,396,Isolator,3,8,1,19.2,50.1,1,0,1,36,18,17.9,80.5,4,32.5,87,130,4,76.1,2,1,1,2,17.3,68.2,55.4,49.6,50.6,3,99.79,CRITICAL,Next available safe block
MT-005824,TRD,C4-South,Zone-B,799,OHE Contact Wire,1,9,1,0.5,71.7,0,0,1,32,20,27.0,88.6,2,17.5,66,15,10,61.5,0,1,1,0,23.1,53.4,51.9,29.5,26.4,1,76.12,HIGH,Within 72 hours
MT-005825,Engineering,C4-South,Zone-C,866,Rail Joint,3,11,1,7.2,53.4,1,0,0,50,13,18.0,68.7,3,15.7,152,169,10,84.6,2,1,1,0,12.4,54.6,40.8,32.9,41.8,0,100.0,CRITICAL,Next available safe block
MT-005826,Engineering,C2-East,Zone-E,441,Rail Joint,3,0,1,14.1,68.4,0,0,0,42,14,15.7,65.1,2,26.5,154,166,5,80.4,0,0,1,2,12.0,61.9,32.0,44.1,7.0,0,92.44,CRITICAL,Next available safe block
MT-005827,TRD,C1-North,Zone-A,933,Isolator,3,13,1,17.8,43.5,0,0,1,42,15,14.0,75.2,1,13.7,175,173,5,89.2,2,0,1,2,6.1,69.8,22.9,63.0,47.7,1,99.3,CRITICAL,Next available safe block
MT-005828,Engineering,C2-East,Zone-D,964,Track Circuit,4,2,0,8.6,63.0,1,0,1,45,10,12.5,65.6,3,1.0,95,96,6,53.0,1,1,1,0,23.1,51.8,46.3,23.3,9.2,0,96.78,CRITICAL,Next available safe block
MT-005829,Engineering,C5-Central,Zone-E,523,Turnout,5,6,1,15.3,48.2,0,0,0,39,16,10.9,67.4,2,16.8,112,93,7,89.5,0,1,1,0,25.8,70.8,35.5,38.0,22.1,0,100.0,CRITICAL,Next available safe block
MT-005830,TRD,C1-North,Zone-B,118,OHE Contact Wire,4,13,1,4.8,31.6,0,1,0,45,12,11.9,87.3,2,5.5,44,95,11,65.5,0,0,1,2,11.5,43.1,56.2,67.1,36.8,3,100.0,CRITICAL,Next available safe block
MT-005831,S&T,C4-South,Zone-E,922,Axle Counter,4,12,2,14.8,27.3,1,1,1,41,15,11.8,75.2,1,6.4,66,70,12,57.8,0,0,1,0,20.4,63.4,34.2,35.1,33.3,1,100.0,CRITICAL,Next available safe block
MT-005832,TRD,C3-West,Zone-A,979,OHE Contact Wire,3,0,5,19.6,72.4,1,1,0,41,11,10.7,72.7,1,11.1,39,74,7,86.4,0,0,1,1,15.3,88.8,44.4,38.9,40.9,3,100.0,CRITICAL,Next available safe block
MT-005833,S&T,C5-Central,Zone-C,913,Axle Counter,1,0,2,11.6,95.2,0,1,0,50,16,16.8,77.0,6,19.9,67,92,2,67.7,0,1,1,1,16.3,37.4,37.0,33.7,9.5,1,80.01,CRITICAL,Next available safe block
MT-005834,TRD,C2-East,Zone-A,103,Switchgear,3,0,1,22.5,69.5,0,1,0,33,14,24.1,81.0,1,18.1,22,66,5,73.8,0,1,1,2,15.8,108.4,43.2,48.0,50.2,1,99.75,CRITICAL,Next available safe block
MT-005835,S&T,C6-Coastal,Zone-B,566,Axle Counter,2,10,2,14.4,67.0,1,0,0,46,15,13.0,79.0,4,16.2,96,93,10,76.6,0,0,1,1,22.1,46.7,45.7,21.7,14.8,1,100.0,CRITICAL,Next available safe block
MT-005836,TRD,C6-Coastal,Zone-A,289,OHE Contact Wire,2,20,0,17.2,60.7,1,0,0,39,19,16.5,87.1,1,13.8,96,118,3,69.1,2,1,0,1,13.9,103.1,34.0,48.8,54.0,2,100.0,CRITICAL,Next available safe block
MT-005837,S&T,C4-South,Zone-D,380,Interlocking Module,4,4,0,13.9,46.1,1,0,1,37,16,13.4,68.8,1,17.7,137,137,10,69.2,3,0,1,0,9.3,46.7,30.1,54.5,12.4,1,99.12,CRITICAL,Next available safe block
MT-005838,Engineering,C1-North,Zone-A,162,Rail Joint,3,0,3,0.5,56.8,0,0,1,42,17,16.3,66.9,4,16.0,85,103,3,95.5,0,0,1,3,18.0,63.7,37.0,23.1,27.3,0,95.22,CRITICAL,Next available safe block
MT-005839,TRD,C6-Coastal,Zone-E,978,OHE Contact Wire,2,0,0,20.2,84.8,0,0,1,42,14,15.6,78.8,5,9.0,110,108,11,72.2,1,0,1,0,17.3,80.6,32.9,28.4,22.2,1,95.03,CRITICAL,Next available safe block
MT-005840,TRD,C1-North,Zone-C,880,Switchgear,4,12,1,16.2,41.0,0,1,1,42,20,28.1,92.0,5,19.4,148,173,9,91.9,2,1,1,2,31.0,45.1,29.2,74.3,44.3,4,100.0,CRITICAL,Next available safe block
MT-005841,Engineering,C3-West,Zone-D,353,Track Circuit,5,18,1,13.0,19.4,1,0,1,34,15,13.4,80.2,2,17.9,30,62,2,91.1,1,0,1,2,14.5,36.2,37.1,36.5,20.8,1,99.24,CRITICAL,Next available safe block
MT-005842,Engineering,C4-South,Zone-D,726,Rail Joint,3,17,0,3.8,39.2,0,1,1,43,21,15.5,94.7,4,15.0,143,177,10,70.3,0,0,1,2,9.8,69.8,35.8,28.0,6.0,1,100.0,CRITICAL,Next available safe block
MT-005843,Engineering,C4-South,Zone-D,953,Bridge Component,4,2,6,11.7,30.5,0,0,0,38,13,5.6,77.3,4,19.6,122,158,3,60.5,0,1,1,0,10.8,69.2,43.2,11.7,24.0,1,99.85,CRITICAL,Next available safe block
MT-005844,Engineering,C5-Central,Zone-B,871,Turnout,2,0,2,9.7,79.7,0,1,0,47,8,9.3,99.2,3,15.7,32,76,11,66.2,0,1,1,1,20.3,46.8,38.4,27.6,21.5,0,77.51,HIGH,Within 72 hours
MT-005845,S&T,C5-Central,Zone-B,101,Track Circuit,5,9,2,0.5,26.1,1,0,0,44,12,11.3,76.3,2,14.5,177,233,2,82.2,0,0,0,1,8.8,55.7,31.3,18.7,27.0,0,100.0,CRITICAL,Next available safe block
MT-005846,Engineering,C1-North,Zone-E,166,Bridge Component,2,21,1,26.8,46.2,1,0,0,48,18,25.5,96.7,0,5.8,154,165,2,100.0,0,1,1,0,11.7,62.0,29.6,20.1,3.0,1,99.32,CRITICAL,Next available safe block
MT-005847,Engineering,C6-Coastal,Zone-C,977,Sleeper Zone,4,12,0,20.9,41.0,1,0,0,40,19,23.5,95.6,2,18.2,166,195,2,87.9,0,1,1,1,11.3,55.7,30.0,36.7,16.7,1,100.0,CRITICAL,Next available safe block
MT-005848,TRD,C6-Coastal,Zone-A,385,OHE Insulator,5,0,0,6.5,54.7,0,0,1,54,17,19.9,100.0,7,25.7,41,15,12,74.7,0,1,1,0,18.8,90.3,43.7,43.2,36.4,2,100.0,CRITICAL,Next available safe block
MT-005849,Engineering,C2-East,Zone-E,231,Track Circuit,4,7,0,7.2,54.3,0,1,1,36,19,20.2,78.6,3,28.8,147,172,5,73.8,1,0,1,0,22.0,56.9,34.8,8.1,18.1,0,99.56,CRITICAL,Next available safe block
MT-005850,TRD,C1-North,Zone-B,147,Traction Transformer,4,0,0,13.6,61.0,1,0,0,51,14,10.6,86.9,6,12.1,87,91,5,94.2,3,0,0,0,19.8,98.4,64.1,59.9,46.1,1,100.0,CRITICAL,Next available safe block
MT-005851,Engineering,C6-Coastal,Zone-E,654,Turnout,3,11,3,17.7,37.7,0,0,1,47,15,13.2,100.0,7,17.3,63,96,7,74.3,1,1,1,5,18.5,94.3,38.2,22.8,11.0,0,99.2,CRITICAL,Next available safe block
MT-005852,S&T,C5-Central,Zone-C,704,Track Circuit,5,8,1,11.0,38.0,0,0,1,41,17,13.2,90.7,5,20.5,59,80,7,75.8,0,0,0,1,14.0,42.0,37.3,38.4,7.2,1,100.0,CRITICAL,Next available safe block
MT-005853,S&T,C5-Central,Zone-E,752,Interlocking Module,4,6,1,14.5,59.3,0,0,0,41,19,18.8,91.8,2,24.8,102,71,4,72.3,1,0,1,3,10.3,64.3,33.2,39.3,10.9,1,98.67,CRITICAL,Next available safe block
MT-005854,S&T,C5-Central,Zone-D,146,Interlocking Module,2,2,0,7.3,74.0,0,0,1,36,25,25.3,96.9,4,20.2,120,168,11,82.8,2,0,0,0,18.0,61.9,30.8,25.3,13.7,1,85.0,CRITICAL,Next available safe block
MT-005855,Engineering,C1-North,Zone-A,330,Track Circuit,1,12,1,6.5,59.2,1,1,0,46,25,24.9,87.0,4,6.9,43,62,3,72.3,2,1,1,0,28.8,63.2,36.2,30.4,15.5,0,100.0,CRITICAL,Next available safe block
MT-005856,TRD,C4-South,Zone-B,835,OHE Insulator,3,19,4,8.5,25.6,0,1,1,47,20,23.8,99.3,4,30.3,158,149,10,55.4,0,1,0,1,38.3,72.8,49.2,90.0,64.9,1,100.0,CRITICAL,Next available safe block
MT-005857,Engineering,C2-East,Zone-B,383,Track Circuit,4,23,0,8.3,16.1,1,1,0,48,17,21.1,95.4,3,25.2,26,87,3,44.2,2,0,1,1,9.7,72.7,30.2,23.2,31.5,1,97.66,CRITICAL,Next available safe block
MT-005858,Engineering,C2-East,Zone-C,648,Rail Joint,4,12,0,1.9,42.8,1,1,0,47,11,10.5,73.6,3,23.9,100,106,5,86.1,1,1,1,1,17.5,100.0,25.1,37.2,17.7,0,99.14,CRITICAL,Next available safe block
MT-005859,Engineering,C5-Central,Zone-C,127,Bridge Component,4,19,4,12.5,16.3,0,1,0,42,11,9.0,82.3,4,20.7,71,96,12,100.0,1,0,1,0,22.0,50.2,24.1,30.4,36.2,2,99.85,CRITICAL,Next available safe block
MT-005860,TRD,C3-West,Zone-C,510,Isolator,2,0,0,21.8,70.3,0,0,0,38,15,9.9,74.6,1,5.6,154,166,8,100.0,0,0,1,3,8.8,86.1,51.2,40.7,44.0,2,98.39,CRITICAL,Next available safe block
MT-005861,TRD,C1-North,Zone-B,572,Switchgear,3,5,1,4.6,66.2,0,0,0,46,9,8.2,78.0,5,7.7,87,136,7,92.3,0,0,1,0,31.8,79.2,15.0,37.9,42.1,1,97.83,CRITICAL,Next available safe block
MT-005862,TRD,C6-Coastal,Zone-D,769,Isolator,3,0,1,8.6,62.6,1,0,0,40,16,13.5,78.7,6,27.2,124,132,5,94.7,2,0,1,2,15.5,75.1,57.9,53.5,47.1,0,100.0,CRITICAL,Next available safe block
MT-005863,Engineering,C6-Coastal,Zone-A,321,Turnout,3,4,5,7.2,41.7,1,0,0,51,21,26.8,100.0,4,24.8,44,64,9,72.3,0,1,1,1,34.6,75.0,30.5,16.0,4.2,1,100.0,CRITICAL,Next available safe block
MT-005864,TRD,C4-South,Zone-C,475,Traction Transformer,2,0,0,4.3,88.9,0,0,0,51,15,11.0,100.0,3,12.1,119,159,12,65.4,2,1,1,2,32.1,67.5,28.2,21.1,19.0,1,85.63,CRITICAL,Next available safe block
MT-005865,TRD,C5-Central,Zone-B,108,Isolator,4,23,1,0.5,7.3,0,0,0,40,14,22.7,80.5,4,24.1,33,34,7,72.7,0,0,1,0,21.7,77.1,51.5,97.1,74.2,1,100.0,CRITICAL,Next available safe block
MT-005866,TRD,C3-West,Zone-D,512,Isolator,3,5,2,6.9,48.7,0,0,1,37,20,18.3,96.8,3,19.8,73,90,2,88.6,3,0,1,0,14.9,49.7,57.5,54.4,44.1,2,100.0,CRITICAL,Next available safe block
MT-005867,TRD,C5-Central,Zone-C,570,Section Insulator,3,7,0,7.3,58.5,1,0,0,33,18,21.0,76.4,3,21.7,31,106,12,69.5,0,0,1,0,18.1,62.6,32.7,47.7,45.1,4,98.9,CRITICAL,Next available safe block
MT-005868,Engineering,C3-West,Zone-C,169,Sleeper Zone,3,0,1,19.0,69.2,1,0,0,45,15,13.4,97.9,2,12.2,72,59,4,100.0,0,1,1,0,20.6,62.6,39.6,27.2,15.2,1,99.01,CRITICAL,Next available safe block
MT-005869,S&T,C2-East,Zone-A,441,Signal,3,0,1,12.0,81.5,1,0,0,35,21,26.2,87.0,2,25.4,113,132,4,100.0,0,0,1,1,10.1,80.7,43.7,22.8,34.8,1,92.86,CRITICAL,Next available safe block
MT-005870,TRD,C3-West,Zone-A,165,OHE Insulator,2,23,0,18.2,37.7,1,1,0,37,15,12.5,62.4,2,8.0,175,142,5,72.8,1,1,1,2,21.1,85.1,27.6,83.4,70.4,2,99.05,CRITICAL,Next available safe block
MT-005871,Engineering,C2-East,Zone-E,706,Turnout,4,6,1,12.1,46.1,0,0,0,44,18,20.1,82.5,2,11.8,57,63,5,85.2,1,0,0,0,16.9,80.0,33.4,19.4,18.2,0,99.12,CRITICAL,Next available safe block
