task_id,department,corridor_id,zone_id,station_code,asset_type,severity,overdue_days,failure_count_90d,asset_age_years,asset_health_index,safety_critical,single_point_failure,redundancy_available,daily_passenger_trains,daily_freight_trains,freight_forecast_24h,traffic_density_index,train_conflict_count,nearest_available_block_hours,requested_block_duration_min,estimated_repair_duration_min,crew_count_required,material_readiness_pct,weather_risk,night_work,permit_ready,dependency_count,historical_delay_minutes,traction_load_pct,ohe_temperature_c,contact_wire_wear_pct,pantograph_interaction_risk,traction_power_interruptions_30d,criticality_score,priority_class,recommended_window
MT-000215,TRD,C3-West,Zone-A,285,Isolator,1,16,0,10.1,58.3,1,0,1,42,19,19.2,90.8,5,17.8,164,152,6,71.9,0,0,0,2,24.4,78.5,31.0,49.1,46.3,0,100.0,CRITICAL,Next available safe block
MT-000216,Engineering,C2-East,Zone-E,116,Track Circuit,4,0,1,9.8,57.5,0,0,1,42,11,14.7,69.3,4,1.0,131,125,6,78.0,1,1,1,3,14.8,34.3,23.1,60.0,18.7,0,100.0,CRITICAL,Next available safe block
MT-000217,Engineering,C6-Coastal,Zone-E,389,Track Circuit,4,12,1,16.6,35.2,0,0,0,38,17,25.2,72.8,2,17.3,40,50,7,82.7,2,0,1,3,18.8,66.5,43.6,33.4,14.1,0,98.84,CRITICAL,Next available safe block
MT-000218,TRD,C4-South,Zone-A,353,Traction Transformer,3,6,0,10.4,62.5,0,0,1,44,21,25.4,93.8,3,25.7,157,152,10,57.0,1,0,0,0,7.7,64.9,37.9,51.4,53.1,1,99.02,CRITICAL,Next available safe block
MT-000219,TRD,C2-East,Zone-A,710,OHE Insulator,3,9,1,19.4,48.6,1,0,0,46,13,12.1,84.7,3,17.3,134,171,8,52.1,0,0,1,1,11.6,88.9,40.4,65.1,56.9,3,100.0,CRITICAL,Next available safe block
MT-000220,S&T,C5-Central,Zone-A,545,Point Machine,2,8,0,11.2,72.8,0,1,1,50,14,14.4,95.3,4,33.8,167,120,8,66.7,0,0,1,2,17.2,68.0,34.8,33.7,25.8,0,97.63,CRITICAL,Next available safe block
MT-000221,TRD,C6-Coastal,Zone-B,555,Traction Transformer,3,8,0,13.5,53.0,0,1,1,37,16,10.8,72.8,5,47.6,68,44,4,88.7,0,0,1,0,33.9,78.5,37.5,61.3,58.0,1,100.0,CRITICAL,Next available safe block
MT-000222,TRD,C1-North,Zone-A,246,OHE Insulator,2,8,2,8.5,60.7,1,1,0,53,14,14.2,88.4,2,20.9,137,166,5,83.5,0,0,1,0,10.3,98.7,29.9,53.6,51.8,2,100.0,CRITICAL,Next available safe block
MT-000223,Engineering,C1-North,Zone-D,983,Rail Joint,4,18,0,3.0,47.4,1,0,1,35,18,21.6,86.1,2,8.3,98,60,6,100.0,0,0,1,1,21.2,77.3,49.0,28.0,6.4,2,100.0,CRITICAL,Next available safe block
MT-000224,Engineering,C3-West,Zone-E,213,Sleeper Zone,3,8,2,11.1,48.8,1,0,1,49,16,18.6,83.7,3,33.5,137,139,4,83.6,0,0,1,3,12.1,84.7,37.0,25.9,40.7,1,99.76,CRITICAL,Next available safe block
MT-000225,Engineering,C1-North,Zone-E,196,Turnout,3,17,4,10.3,23.3,1,1,1,38,15,22.2,57.8,2,28.0,52,95,11,72.3,2,0,1,1,17.6,85.0,23.9,35.7,28.9,0,100.0,CRITICAL,Next available safe block
MT-000226,Engineering,C2-East,Zone-A,481,Bridge Component,1,4,1,8.2,71.8,1,0,0,46,13,17.2,100.0,1,17.2,78,119,7,66.2,1,1,1,0,22.2,53.1,21.0,22.4,35.0,1,86.13,CRITICAL,Next available safe block
MT-000227,S&T,C5-Central,Zone-E,475,Interlocking Module,3,18,0,15.4,31.5,0,0,1,50,14,9.4,89.8,4,21.9,67,91,11,96.2,0,0,1,1,10.5,78.2,36.8,40.4,19.1,0,96.4,CRITICAL,Next available safe block
MT-000228,Engineering,C3-West,Zone-A,605,Bridge Component,2,6,2,19.7,58.2,1,0,1,48,21,26.1,100.0,6,15.4,89,127,11,77.6,3,0,1,0,14.8,69.9,31.2,29.1,16.9,0,100.0,CRITICAL,Next available safe block
MT-000229,S&T,C6-Coastal,Zone-A,421,Track Circuit,3,6,3,20.4,46.5,0,0,1,42,20,22.8,100.0,1,24.1,68,68,12,70.8,1,0,1,1,16.7,80.3,43.7,44.0,22.4,1,98.94,CRITICAL,Next available safe block
MT-000230,TRD,C2-East,Zone-E,427,Isolator,3,0,0,11.1,81.0,1,1,0,49,15,13.7,91.2,3,15.4,94,125,3,86.5,1,0,1,1,18.6,73.1,43.3,17.5,29.3,1,100.0,CRITICAL,Next available safe block
MT-000231,S&T,C1-North,Zone-E,448,Signal,3,0,4,8.0,39.3,1,0,0,42,12,11.5,76.6,3,10.6,133,182,4,63.3,1,0,1,1,13.9,74.4,27.1,21.2,35.9,0,100.0,CRITICAL,Next available safe block
MT-000232,TRD,C4-South,Zone-D,269,Traction Transformer,2,2,1,6.2,69.7,0,0,0,48,15,21.7,85.5,4,24.0,40,77,11,75.8,0,1,1,1,12.5,80.6,40.3,50.5,47.6,0,87.98,CRITICAL,Next available safe block
MT-000233,TRD,C2-East,Zone-C,406,Traction Transformer,4,0,2,27.0,68.3,0,0,0,43,22,23.8,88.6,4,12.9,130,139,2,100.0,1,0,0,1,28.8,80.3,48.2,44.3,50.6,4,100.0,CRITICAL,Next available safe block
MT-000234,TRD,C4-South,Zone-D,298,OHE Insulator,3,0,1,21.0,63.6,0,0,0,44,13,19.3,81.5,3,16.5,149,180,12,100.0,2,1,1,0,30.5,80.2,64.5,54.0,49.5,1,100.0,CRITICAL,Next available safe block
MT-000235,Engineering,C6-Coastal,Zone-D,276,Rail Joint,3,14,3,12.3,40.5,1,1,0,53,20,18.7,96.0,5,22.2,139,145,11,100.0,0,0,1,2,14.9,63.7,32.2,32.6,38.0,0,100.0,CRITICAL,Next available safe block
MT-000236,TRD,C4-South,Zone-E,223,OHE Insulator,3,15,1,0.5,47.8,0,0,0,39,13,11.3,76.6,0,2.2,161,149,8,84.1,0,1,1,5,0.9,50.8,15.8,51.5,39.1,4,100.0,CRITICAL,Next available safe block
MT-000237,Engineering,C6-Coastal,Zone-D,256,Sleeper Zone,3,0,1,11.1,53.1,1,0,0,45,23,24.7,98.5,4,14.3,111,144,12,93.3,2,1,1,0,17.5,57.6,32.4,27.4,24.5,0,100.0,CRITICAL,Next available safe block
MT-000238,Engineering,C3-West,Zone-E,706,Bridge Component,3,23,2,18.2,38.6,1,1,0,52,11,15.7,100.0,2,34.9,103,145,7,94.9,0,0,1,2,23.1,66.2,27.1,51.9,17.1,1,100.0,CRITICAL,Next available safe block
MT-000239,TRD,C5-Central,Zone-B,385,Isolator,4,16,3,7.0,7.9,1,1,0,40,17,16.2,75.7,4,21.6,67,75,7,95.1,0,0,1,4,10.1,96.2,28.9,98.0,67.4,1,99.09,CRITICAL,Next available safe block
MT-000240,Engineering,C1-North,Zone-A,710,Sleeper Zone,4,27,3,4.0,5.0,1,1,0,36,20,15.5,80.2,2,23.2,72,57,5,100.0,0,0,0,1,9.0,63.7,29.7,52.8,20.2,0,98.99,CRITICAL,Next available safe block
MT-000241,S&T,C1-North,Zone-C,978,Point Machine,3,18,1,16.7,34.5,1,0,1,41,20,21.8,93.7,3,14.3,76,107,5,81.8,2,0,0,2,16.2,65.8,37.5,36.5,26.4,0,100.0,CRITICAL,Next available safe block
MT-000242,S&T,C2-East,Zone-B,980,Signal,3,25,3,12.2,17.8,1,1,1,40,20,13.0,95.9,5,10.0,128,110,7,74.9,0,1,1,1,18.0,68.9,42.3,26.5,11.3,0,100.0,CRITICAL,Next available safe block
MT-000243,S&T,C1-North,Zone-A,334,Interlocking Module,1,12,2,12.3,71.4,1,0,0,43,11,7.4,84.7,3,22.5,33,63,8,94.4,0,0,0,1,15.5,61.6,34.2,39.1,7.4,0,97.56,CRITICAL,Next available safe block
MT-000244,Engineering,C3-West,Zone-A,801,Bridge Component,1,1,2,12.2,89.6,1,0,1,45,16,21.5,77.0,2,1.4,116,156,10,70.8,0,1,0,2,10.0,76.6,44.8,32.9,33.8,0,77.0,HIGH,Within 72 hours
MT-000245,Engineering,C1-North,Zone-C,393,Sleeper Zone,3,10,0,2.9,49.9,0,0,0,41,16,11.2,63.7,2,15.3,156,221,6,88.6,1,0,0,0,8.1,63.7,29.9,2.0,14.3,2,97.96,CRITICAL,Next available safe block
MT-000246,S&T,C2-East,Zone-D,884,Track Circuit,5,0,0,7.1,60.2,1,0,1,47,13,12.0,92.0,4,20.6,64,95,12,84.8,0,0,1,1,18.4,46.1,26.2,33.3,24.6,1,100.0,CRITICAL,Next available safe block
MT-000247,TRD,C1-North,Zone-A,941,OHE Insulator,3,7,2,11.7,64.1,1,0,1,46,10,11.3,82.8,0,12.3,170,193,7,81.6,0,0,1,0,4.6,73.1,35.6,46.9,40.8,3,100.0,CRITICAL,Next available safe block
MT-000248,S&T,C5-Central,Zone-C,996,Track Circuit,3,8,2,3.0,62.1,1,1,0,41,13,15.2,81.8,3,11.7,149,165,7,81.3,0,1,1,1,14.7,72.6,46.7,40.7,18.6,1,99.92,CRITICAL,Next available safe block
MT-000249,S&T,C6-Coastal,Zone-E,117,Signal,2,17,0,5.6,53.2,0,1,0,37,12,10.6,74.4,3,7.4,62,77,5,72.7,1,1,1,0,14.9,63.4,33.5,21.8,27.2,1,100.0,CRITICAL,Next available safe block
MT-000250,S&T,C4-South,Zone-A,273,Axle Counter,3,10,4,22.5,40.4,0,0,1,46,15,13.9,97.7,6,28.5,126,156,12,98.9,2,0,1,3,19.9,100.0,26.0,38.4,23.9,1,98.99,CRITICAL,Next available safe block
